term_str,n,n_chars,p,i,max_pos,n_pos,max_pos_group,stop,stem_porter,stem_snowball,stem_lancaster,tfidf_mean,dfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
intelligence,16,12,2.0519949880022418e-05,15.572613267270178,NN,3,NN,0,intellig,intellig,intellig,0.03646972426330485,59.39491078350141,0,0,0,1,1,0,1,0,0,1,1
intelligent,18,11,2.308494361502522e-05,15.402688265827866,JJ,4,JJ,0,intellig,intellig,intellig,0.026467845640133075,69.83862386414849,0,0,0,0,0,0,1,0,0,1,1
intended,27,8,3.462741542253783e-05,14.81772576510671,VBN,3,VB,0,intend,intend,intend,0.02865197068521928,85.14980899189591,0,1,0,0,0,0,1,0,0,0,1
intense,39,7,5.0017377832554644e-05,14.287211048407931,JJ,3,JJ,0,intens,intens,intens,0.02126784159121533,94.2887386152613,1,0,1,1,1,1,1,0,1,1,0
intercede,1,9,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,interced,interced,interc,0.08749835379837567,8.049848549450562,0,0,0,1,0,0,0,1,0,0,0
interested,93,10,0.0001192722086776303,13.033454456162147,JJ,8,JJ,0,interest,interest,interest,0.025386684827834745,125.57964313400561,0,0,1,0,0,0,1,1,0,0,1
interior,19,8,2.4367440482526622e-05,15.324685753826593,NN,3,NN,0,interior,interior,intery,0.03957162871050649,62.14436930763064,0,0,1,0,0,0,1,0,0,1,1
interminable,11,12,1.4107465542515412e-05,16.11318164863288,JJ,2,JJ,0,intermin,intermin,intermin,0.06298426989691266,47.279204545631984,1,1,0,0,0,1,1,0,0,0,0
interrupt,20,9,2.564993735002802e-05,15.250685172382816,VB,3,VB,0,interrupt,interrupt,interrupt,0.018498930153867044,69.83862386414849,1,0,0,0,0,1,0,0,1,0,-1
interrupted,100,11,0.0001282496867501401,12.928757077495455,VBD,8,VB,0,interrupt,interrupt,interrupt,0.01862647207288922,134.43958727539166,0,0,0,0,0,1,0,1,0,0,-1
intervention,1,12,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,intervent,intervent,interv,0.02118381197223832,8.049848549450562,0,0,0,0,0,1,1,1,0,0,0
intimate,19,8,2.4367440482526622e-05,15.324685753826593,JJ,4,JJ,0,intim,intim,intim,0.026633798975032454,64.79757679120898,0,1,0,0,1,0,1,0,0,1,1
intimately,6,10,7.694981205008407e-06,16.987650766549024,RB,2,RB,0,intim,intim,intim,0.05516969552436966,32.789316292376434,0,1,0,1,1,0,0,0,0,0,0
intolerable,24,11,3.077992482003363e-05,14.987650766549022,JJ,2,JJ,0,intoler,intoler,intol,0.024532653397743145,74.55840909126398,1,0,0,0,0,1,0,0,0,0,-1
intolerance,1,11,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,intoler,intoler,intol,0.09583153035060192,8.049848549450562,1,0,1,1,0,1,0,0,0,0,-1
intolerant,2,10,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,intoler,intoler,intol,0.041111563389335096,14.099697098901123,1,0,1,1,0,1,0,1,0,0,-1
intoxicated,4,11,5.1299874700056045e-06,17.572613267270178,VBN,2,VB,0,intox,intox,intox,0.07302465056982926,24.199394197802246,0,0,1,0,0,1,0,0,0,0,-1
intrigue,6,8,7.694981205008407e-06,16.987650766549024,NN,2,NN,0,intrigu,intrigu,intrigu,0.023969193487484552,32.789316292376434,0,1,0,1,0,1,0,0,1,0,-1
intrusion,2,9,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,intrus,intrus,intrud,0.01653712757208031,14.099697098901123,0,0,0,1,0,1,0,0,0,0,-1
intuition,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,intuit,intuit,intuit,0.11337814858381073,8.049848549450562,0,0,0,0,0,0,1,0,0,1,1
invader,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,invad,invad,invad,0.05439086857736867,8.049848549450562,1,0,0,1,0,1,0,1,0,0,-1
invasion,2,8,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,invas,invas,invas,0.03354103562271068,8.049848549450562,1,0,0,0,0,1,0,0,0,0,-1
invitation,21,10,2.6932434217529424e-05,15.180295844491418,NN,3,NN,0,invit,invit,invit,0.017391017843585065,69.83862386414849,0,1,0,0,0,0,1,0,0,0,1
invite,11,6,1.4107465542515412e-05,16.11318164863288,VB,4,VB,0,invit,invit,invit,0.02575308950215231,47.279204545631984,0,1,0,0,1,0,1,0,1,1,1
inviting,4,8,5.1299874700056045e-06,17.572613267270178,VBG,2,VB,0,invit,invit,invit,0.03957818712066678,24.199394197802246,0,1,0,0,1,0,1,0,1,1,1
invocation,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,invoc,invoc,invoc,0.01701870729270732,8.049848549450562,0,1,0,0,0,0,0,0,0,1,0
irate,4,5,5.1299874700056045e-06,17.572613267270178,NN,1,NN,0,irat,irat,ir,0.05780928095490786,19.394658146188217,1,0,0,0,0,1,0,0,0,0,-1
iron,42,4,5.386486843505885e-05,14.180295844491418,NN,3,NN,0,iron,iron,iron,0.05025199530266309,97.59515358241796,0,0,0,0,0,0,1,0,0,1,1
irrational,10,10,1.282496867501401e-05,16.250685172382816,JJ,4,JJ,0,irrat,irrat,ir,0.020636634421256066,47.279204545631984,0,0,1,1,0,1,0,0,0,0,-1
irreconcilable,2,14,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,irreconcil,irreconcil,irreconcil,0.013131645235275831,14.099697098901123,1,0,0,1,0,1,0,1,0,0,-1
irrefutable,2,11,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,irrefut,irrefut,irrefut,0.03143418678579651,14.099697098901123,0,0,0,0,0,0,1,0,0,1,1
irritability,1,12,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,irrit,irrit,irrit,0.030491850566100615,8.049848549450562,1,0,0,0,0,1,0,0,0,0,-1
irritable,4,9,5.1299874700056045e-06,17.572613267270178,JJ,2,JJ,0,irrit,irrit,irrit,0.02297928765192743,24.199394197802246,1,0,0,0,0,1,0,0,0,0,-1
irritating,3,10,3.8474906025042036e-06,17.987650766549024,VBG,2,VB,0,irrit,irrit,irrit,0.054145248613900444,19.394658146188217,1,0,1,0,0,1,0,0,0,0,-1
irritation,32,10,4.1039899760044836e-05,14.572613267270178,NN,2,NN,0,irrit,irrit,irrit,0.030685276946382633,81.10459164805162,1,0,1,0,0,1,0,1,0,0,-1
isolated,7,8,8.977478072509808e-06,16.765258345212576,JJ,4,JJ,0,isol,isol,isol,0.021544751749639653,36.6974553917507,0,0,0,1,0,1,0,1,0,0,-1
isolation,6,9,7.694981205008407e-06,16.987650766549024,NN,1,NN,0,isol,isol,isol,0.027073825682025102,32.789316292376434,0,0,0,0,0,1,0,1,0,0,-1
jackpot,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,jackpot,jackpot,jackpot,0.028956289746225047,8.049848549450562,0,1,0,0,1,0,1,0,1,0,1
jail,7,4,8.977478072509808e-06,16.765258345212576,NN,2,NN,0,jail,jail,jail,0.0809872490768739,36.6974553917507,0,0,0,1,0,1,0,1,0,0,-1
jarring,2,7,2.5649937350028022e-06,18.572613267270178,JJ,2,JJ,0,jar,jar,jar,0.048639568274625754,8.049848549450562,0,0,0,1,0,1,0,1,0,0,-1
jealous,24,7,3.077992482003363e-05,14.987650766549022,JJ,3,JJ,0,jealou,jealous,jeal,0.0362866811065276,69.83862386414849,1,0,1,0,0,1,0,0,0,0,-1
jealousy,15,8,1.9237453012521015e-05,15.66572267166166,NN,2,NN,0,jealousi,jealousi,jealousy,0.025761382199379568,56.542314807023104,1,0,1,1,0,1,0,1,0,0,-1
jerk,17,4,2.180244674752382e-05,15.485150426019839,NN,2,NN,0,jerk,jerk,jerk,0.01725627490277467,62.14436930763064,1,0,0,0,0,0,0,0,1,0,0
jest,3,4,3.8474906025042036e-06,17.987650766549024,NN,2,NN,0,jest,jest,jest,0.019658495536436737,19.394658146188217,0,0,0,0,1,0,1,0,1,0,1
john,336,4,0.0004309189474804708,11.180295844491418,NNP,3,NN,0,john,john,john,0.1438944339638397,119.3217965614323,0,0,1,0,0,1,0,0,0,0,-1
journey,21,7,2.6932434217529424e-05,15.180295844491418,NN,1,NN,0,journey,journey,journey,0.017549565507840256,72.23649968413255,0,1,0,1,1,0,1,0,0,0,1
jovial,10,6,1.282496867501401e-05,16.250685172382816,JJ,2,JJ,0,jovial,jovial,jov,0.04703135298688815,47.279204545631984,0,0,0,0,1,0,1,0,0,0,1
joy,34,3,4.360489349504764e-05,14.485150426019839,NN,3,NN,0,joy,joy,joy,0.026961312468983582,87.0846296140462,0,0,0,0,1,0,1,0,0,0,1
joyful,4,6,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,joy,joy,joy,0.030372103604977097,24.199394197802246,0,0,0,0,1,0,1,0,0,1,1
joyous,3,6,3.8474906025042036e-06,17.987650766549024,JJ,2,JJ,0,joyou,joyous,joy,0.07520769290962384,19.394658146188217,0,0,0,0,1,0,1,0,0,0,1
jubilant,8,8,1.0259974940011209e-05,16.572613267270178,NN,2,NN,0,jubil,jubil,jubl,0.05948741954927309,40.39878839560449,0,0,0,0,1,0,1,0,1,1,1
jubilee,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,jubile,jubile,jubl,0.020535327932271842,8.049848549450562,0,0,0,0,1,0,1,0,1,0,1
judicial,3,8,3.8474906025042036e-06,17.987650766549024,NN,3,NN,0,judici,judici,jud,0.032492005852218626,19.394658146188217,0,1,0,0,0,0,1,0,0,1,1
judicious,2,9,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,judici,judici,judicy,0.022747353567015616,14.099697098901123,0,0,0,0,0,0,1,0,0,1,1
jump,20,4,2.564993735002802e-05,15.250685172382816,VB,2,VB,0,jump,jump,jump,0.026592117336823748,69.83862386414849,0,0,0,0,1,0,1,0,0,0,1
justice,18,7,2.308494361502522e-05,15.402688265827866,NN,2,NN,0,justic,justic,just,0.04024614483495252,62.14436930763064,0,0,0,0,0,0,1,0,0,1,1
khan,3,4,3.8474906025042036e-06,17.987650766549024,NNP,2,NN,0,khan,khan,khan,0.05852840788200131,19.394658146188217,0,0,0,1,0,0,0,0,0,1,0
kick,7,4,8.977478072509808e-06,16.765258345212576,NN,3,NN,0,kick,kick,kick,0.048684861827262935,36.6974553917507,1,0,0,0,0,1,0,0,0,0,-1
kidnap,1,6,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,kidnap,kidnap,kidnap,0.05402582919094337,8.049848549450562,1,0,0,1,0,1,0,1,1,0,-1
kill,48,4,6.155984964006726e-05,13.987650766549022,VB,5,VB,0,kill,kill,kil,0.05121369524082429,92.56415907536669,0,0,0,1,0,1,0,1,0,0,-1
killing,6,7,7.694981205008407e-06,16.987650766549024,VBG,2,VB,0,kill,kill,kil,0.0414084870993449,28.639602272815992,1,0,0,1,0,1,0,1,0,0,-1
kind,226,4,0.00028984429205531666,11.75243430485499,NN,8,NN,0,kind,kind,kind,0.01718923043862868,140.6290606780229,0,0,0,0,1,0,1,0,0,1,1
kiss,105,4,0.0001346621710876471,12.858367749604056,VB,9,VB,0,kiss,kiss,kiss,0.04577386266480948,118.31453033901145,0,1,0,0,1,0,1,0,1,0,1
kitten,4,6,5.1299874700056045e-06,17.572613267270178,NN,3,NN,0,kitten,kitten,kit,0.02791641722638744,19.394658146188217,0,0,0,0,1,0,1,0,0,1,1
labor,6,5,7.694981205008407e-06,16.987650766549024,NN,2,NN,0,labor,labor,lab,0.023204329454827834,32.789316292376434,0,1,0,0,1,0,1,0,1,1,1
labored,2,7,2.5649937350028022e-06,18.572613267270178,VBD,2,VB,0,labor,labor,lab,0.047208140318422916,14.099697098901123,0,0,0,0,0,1,0,1,0,0,-1
labyrinth,9,9,1.154247180751261e-05,16.402688265827866,NN,2,NN,0,labyrinth,labyrinth,labyrin,0.09953191208872954,24.199394197802246,0,1,0,0,0,1,0,0,0,0,-1
lace,24,4,3.077992482003363e-05,14.987650766549022,NN,2,NN,0,lace,lace,lac,0.035876885964887556,78.98917247789181,1,0,0,1,0,1,1,1,0,1,0
lagging,2,7,2.5649937350028022e-06,18.572613267270178,VBG,1,VB,0,lag,lag,lag,0.02687505138775033,14.099697098901123,1,1,1,0,0,1,0,1,0,0,-1
lamb,4,4,5.1299874700056045e-06,17.572613267270178,NN,3,NN,0,lamb,lamb,lamb,0.02784611252468801,19.394658146188217,0,0,0,0,1,0,1,0,0,1,1
lament,2,6,2.5649937350028022e-06,18.572613267270178,VB,2,VB,0,lament,lament,lam,0.022982805555900345,14.099697098901123,0,0,1,1,0,1,0,1,0,0,-1
larger,25,6,3.206242168753503e-05,14.928757077495455,JJR,2,JJ,0,larger,larger,larg,0.0839104859661831,67.36055703940377,0,0,1,0,0,0,0,0,1,1,0
lash,3,4,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,lash,lash,lash,0.03218379870244936,19.394658146188217,1,0,0,1,0,1,0,0,0,0,-1
late,164,4,0.0002103294862702298,12.215061262652094,JJ,8,JJ,0,late,late,lat,0.01621523910567913,140.64359312286462,0,0,0,0,0,1,0,1,0,0,-1
latent,4,6,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,latent,latent,lat,0.030043742710827867,14.099697098901123,1,1,1,0,0,1,0,0,1,0,-1
laugh,130,5,0.00016672459277518214,12.550245454241724,NN,8,NN,0,laugh,laugh,laugh,0.02143433715193869,139.2326146404313,0,0,0,0,1,0,1,0,1,0,1
laughable,4,9,5.1299874700056045e-06,17.572613267270178,JJ,2,JJ,0,laughabl,laughabl,laugh,0.03136074912221962,19.394658146188217,0,0,1,0,0,1,0,0,0,0,-1
laughing,85,8,0.0001090122337376191,13.163222331132477,VBG,10,VB,0,laugh,laugh,laugh,0.021031145573187818,124.76688597592461,0,0,0,0,1,0,1,0,0,0,1
laughter,105,8,0.0001346621710876471,12.858367749604056,NN,3,NN,0,laughter,laughter,laught,0.021322561212466833,132.35999238607917,0,1,0,0,1,0,1,0,1,0,1
launch,11,6,1.4107465542515412e-05,16.11318164863288,NN,3,NN,0,launch,launch,launch,0.037199723695591116,40.39878839560449,0,1,0,0,0,0,1,0,0,0,1
lawful,2,6,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,law,law,law,0.0626840600688786,14.099697098901123,0,0,0,0,0,0,1,0,0,1,1
lawyer,14,6,1.7954956145019616e-05,15.765258345212574,NN,3,NN,0,lawyer,lawyer,lawy,0.03282726333268024,47.279204545631984,1,0,1,1,0,1,0,0,0,0,-1
lax,2,3,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,lax,lax,lax,0.06707044074530133,14.099697098901123,0,0,0,0,0,1,0,1,0,0,-1
leader,11,6,1.4107465542515412e-05,16.11318164863288,NN,1,NN,0,leader,leader,lead,0.03196435276882662,47.279204545631984,0,0,0,0,0,0,1,0,0,1,1
leave,190,5,0.0002436744048252662,12.002757658939231,VB,7,VB,0,leav,leav,leav,0.011681133336643803,139.3530278241506,0,0,0,0,0,1,0,1,1,0,-1
leeches,1,7,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,leech,leech,leech,0.030262588531769028,8.049848549450562,0,0,1,1,0,1,0,0,0,0,-1
leer,4,4,5.1299874700056045e-06,17.572613267270178,VB,4,VB,0,leer,leer,leer,0.07459837775384127,19.394658146188217,0,0,1,0,0,1,0,0,0,0,-1
legal,8,5,1.0259974940011209e-05,16.572613267270178,JJ,1,JJ,0,legal,legal,leg,0.021776845597965434,40.39878839560449,0,0,0,0,0,0,1,0,0,1,1
leisure,12,7,1.5389962410016814e-05,15.987650766549022,NN,1,NN,0,leisur,leisur,leis,0.036060836260742794,50.49458623894591,0,1,0,0,1,0,1,0,1,1,1
lemon,20,5,2.564993735002802e-05,15.250685172382816,NN,3,NN,0,lemon,lemon,lemon,0.09420745680285808,43.919311932074244,0,0,1,0,0,1,0,0,0,0,-1
lesser,3,6,3.8474906025042036e-06,17.987650766549024,JJR,2,JJ,0,lesser,lesser,less,0.015459839444588471,19.394658146188217,0,0,1,0,0,1,0,0,0,0,-1
lesson,7,6,8.977478072509808e-06,16.765258345212576,NN,2,NN,0,lesson,lesson,lesson,0.02638072062777358,36.6974553917507,0,1,0,0,0,0,1,0,0,1,1
lethargy,2,8,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,lethargi,lethargi,lethargy,0.05048472771089865,14.099697098901123,0,0,0,0,0,1,0,1,0,0,-1
lettered,3,8,3.8474906025042036e-06,17.987650766549024,VBN,2,VB,0,letter,letter,let,0.018888641602139367,19.394658146188217,0,1,0,0,0,0,1,0,0,1,1
level,24,5,3.077992482003363e-05,14.987650766549022,NN,3,NN,0,level,level,level,0.02098779714445522,78.98917247789181,0,0,0,0,0,0,1,0,0,1,1
lewd,3,4,3.8474906025042036e-06,17.987650766549024,NN,2,NN,0,lewd,lewd,lewd,0.023898450396073873,19.394658146188217,0,0,1,0,0,1,0,0,0,0,-1
liar,5,4,6.412484337507005e-06,17.250685172382816,NN,2,NN,0,liar,liar,liar,0.056951577043598295,19.394658146188217,0,0,1,0,0,1,0,0,0,0,-1
libel,1,5,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,libel,libel,libel,0.029704238189854473,8.049848549450562,1,0,0,1,0,1,0,0,0,1,-1
liberal,7,7,8.977478072509808e-06,16.765258345212576,JJ,3,JJ,0,liber,liber,lib,0.027471718319263018,36.6974553917507,0,0,0,0,0,1,1,0,0,0,0
liberation,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,liber,liber,lib,0.05439086857736867,8.049848549450562,0,1,0,0,1,0,1,0,1,0,1
liberty,13,7,1.6672459277518214e-05,15.872173549129087,NN,3,NN,0,liberti,liberti,liberty,0.02775170696911597,47.279204545631984,0,1,0,0,1,0,1,0,1,1,1
lick,5,4,6.412484337507005e-06,17.250685172382816,VB,2,VB,0,lick,lick,lick,0.026467467634627907,28.639602272815992,0,0,1,0,0,1,0,0,0,0,-1
lie,73,3,9.362227132760228e-05,13.382788708390162,VB,8,VB,0,lie,lie,lie,0.03287781287131918,120.29961798379183,1,0,1,0,0,1,0,1,0,0,-1
lifeless,5,8,6.412484337507005e-06,17.250685172382816,NN,2,NN,0,lifeless,lifeless,lifeless,0.08902900862828475,28.639602272815992,0,0,0,1,0,1,0,1,0,0,-1
lightning,26,9,3.334491855503643e-05,14.872173549129087,NN,3,NN,0,lightn,lightn,lightn,0.04305594002245577,59.39491078350141,1,0,0,1,0,0,0,0,1,0,0
liking,31,6,3.975740289254344e-05,14.618416956883303,VBG,4,VB,0,like,like,lik,0.02548177191637332,78.98917247789181,0,0,0,0,1,0,1,0,0,1,1
limited,18,7,2.308494361502522e-05,15.402688265827866,JJ,4,JJ,0,limit,limit,limit,0.025901728897161094,67.36055703940377,1,0,0,0,0,1,0,1,0,0,-1
lion,4,4,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,lion,lion,lion,0.038297177803124895,19.394658146188217,0,0,0,1,0,0,1,0,0,0,1
liquor,29,6,3.719240915754063e-05,14.714632272142607,NN,5,NN,0,liquor,liquor,liqu,0.09339884091102704,59.39491078350141,1,0,0,0,1,1,0,1,0,0,-1
listless,13,8,1.6672459277518214e-05,15.872173549129087,JJ,3,JJ,0,listless,listless,listless,0.0670921149965994,50.49458623894591,0,0,0,0,0,1,0,1,0,0,-1
livid,2,5,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,livid,livid,livid,0.022035098865526598,14.099697098901123,1,0,1,0,0,1,0,0,0,0,-1
loath,2,5,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,loath,loath,loa,0.0411810057629176,14.099697098901123,1,0,0,0,0,1,0,0,0,0,-1
loathe,7,6,8.977478072509808e-06,16.765258345212576,VBP,1,VB,0,loath,loath,loath,0.04598252616754556,32.789316292376434,1,0,1,0,0,1,0,0,0,0,-1
loathing,5,8,6.412484337507005e-06,17.250685172382816,VBG,2,VB,0,loath,loath,loath,0.02068601353630476,28.639602272815992,0,0,1,0,0,1,0,0,0,0,-1
loathsome,3,9,3.8474906025042036e-06,17.987650766549024,JJ,2,JJ,0,loathsom,loathsom,loathsom,0.01628548515446514,19.394658146188217,1,0,1,0,0,1,0,0,0,0,-1
loneliness,28,10,3.590991229003923e-05,14.765258345212574,NN,3,NN,0,loneli,loneli,lon,0.020730341749578815,78.98917247789181,0,0,0,1,0,1,0,1,0,0,-1
lonely,27,6,3.462741542253783e-05,14.81772576510671,JJ,3,JJ,0,lone,lone,lon,0.023937813045554347,78.98917247789181,1,0,1,1,0,1,0,1,0,0,-1
lonesome,4,8,5.1299874700056045e-06,17.572613267270178,JJ,2,JJ,0,lonesom,lonesom,lonesom,0.0663984271276555,19.394658146188217,0,0,0,0,0,1,0,1,0,0,-1
longing,7,7,8.977478072509808e-06,16.765258345212576,NN,2,NN,0,long,long,long,0.025939326781638548,36.6974553917507,0,1,0,0,0,0,0,1,0,0,0
loom,1,4,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,loom,loom,loom,0.04024924274725281,8.049848549450562,0,1,0,1,0,1,0,0,0,0,-1
loon,1,4,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,loon,loon,loon,0.042145803923824936,8.049848549450562,0,0,1,0,0,1,0,0,0,0,-1
lord,77,4,9.875225879760789e-05,13.305826726575278,NNP,4,NN,0,lord,lord,lord,0.027090375766702104,110.3841583381316,0,0,1,0,0,1,1,0,0,1,0
lose,56,4,7.181982458007846e-05,13.765258345212574,VB,4,VB,0,lose,lose,los,0.028626581967559305,110.3841583381316,1,0,1,1,0,1,0,1,1,0,-1
losing,25,6,3.206242168753503e-05,14.928757077495455,VBG,2,VB,0,lose,lose,los,0.022194227392056422,78.98917247789181,1,0,0,0,0,1,0,1,0,0,-1
loss,13,4,1.6672459277518214e-05,15.872173549129087,NN,1,NN,0,loss,loss,loss,0.020383150747007184,53.57863258475287,1,0,0,1,0,1,0,1,0,0,-1
lost,171,4,0.0002193069643427396,12.15476075238428,VBN,7,VB,0,lost,lost,lost,0.01570905034379594,140.6290606780229,0,0,0,0,0,1,0,1,0,0,-1
loudness,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,loud,loud,loud,0.030491850566100615,8.049848549450562,1,0,0,0,0,1,0,0,0,0,-1
lovable,9,7,1.154247180751261e-05,16.402688265827866,JJ,3,JJ,0,lovabl,lovabl,lov,0.03191374395707317,43.919311932074244,0,0,0,0,1,0,1,0,0,1,1
love,583,4,0.0007476956737533169,10.385261194069683,NN,10,NN,0,love,love,lov,0.01937668584942263,119.25362757177685,0,0,0,0,1,0,1,0,0,0,1
lovely,84,6,0.0001077297368701177,13.180295844491418,JJ,6,JJ,0,love,love,lov,0.026513389627488004,118.31453033901145,0,1,0,0,1,0,1,1,1,1,1
lover,10,5,1.282496867501401e-05,16.250685172382816,NN,5,NN,0,lover,lover,lov,0.060294168699712644,36.6974553917507,0,1,0,0,1,0,1,0,0,1,1
loving,17,6,2.180244674752382e-05,15.485150426019839,VBG,3,VB,0,love,love,lov,0.029353970954099085,67.36055703940377,0,0,0,0,1,0,1,0,0,1,1
lower,57,5,7.310232144757986e-05,13.739723253105437,JJR,7,JJ,0,lower,lower,low,0.017471749446578293,116.20918329610325,0,0,0,0,0,1,0,1,0,0,-1
lowest,8,6,1.0259974940011209e-05,16.572613267270178,JJS,2,JJ,0,lowest,lowest,lowest,0.02820008419136916,40.39878839560449,0,0,0,0,0,1,0,1,0,0,-1
lowly,1,5,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,lowli,lowli,low,0.17127337339256515,8.049848549450562,0,0,0,0,0,1,0,1,0,0,-1
loyal,2,5,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,loyal,loyal,loy,0.015129057385291815,14.099697098901123,0,0,0,1,1,0,1,0,1,1,1
loyalty,3,7,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,loyalti,loyalti,loyal,0.03524896216018029,19.394658146188217,0,0,0,0,0,0,1,0,0,1,1
luck,40,4,5.129987470005604e-05,14.250685172382816,NN,7,NN,0,luck,luck,luck,0.033599702382958896,92.56415907536669,0,1,0,0,1,0,1,0,1,0,1
lucky,19,5,2.4367440482526622e-05,15.324685753826593,JJ,4,JJ,0,lucki,lucki,lucky,0.04265058143501236,64.79757679120898,0,0,0,0,1,0,1,0,1,0,1
lumpy,1,5,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,lumpi,lumpi,lumpy,0.011925701554741572,8.049848549450562,0,0,1,0,0,1,0,0,0,0,-1
lunacy,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,lunaci,lunaci,lun,0.04707513771608516,8.049848549450562,1,0,1,1,0,1,0,1,0,0,-1
lunatic,5,7,6.412484337507005e-06,17.250685172382816,NN,2,NN,0,lunat,lunat,lun,0.1105210388841911,24.199394197802246,1,0,1,1,0,1,0,0,0,0,-1
lurid,4,5,5.1299874700056045e-06,17.572613267270178,JJ,1,JJ,0,lurid,lurid,lurid,0.03925014722117158,24.199394197802246,0,0,1,0,0,1,0,0,0,0,-1
luscious,1,8,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,lusciou,luscious,luscy,0.24393480452880492,8.049848549450562,0,1,0,0,1,0,1,0,0,0,1
lust,3,4,3.8474906025042036e-06,17.987650766549024,NN,2,NN,0,lust,lust,lust,0.0973414402696375,19.394658146188217,0,1,0,0,0,1,0,0,0,0,-1
luster,2,6,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,luster,luster,lust,0.042553920003702284,14.099697098901123,0,0,0,0,1,0,1,0,0,0,1
luxurious,10,9,1.282496867501401e-05,16.250685172382816,JJ,1,JJ,0,luxuri,luxuri,luxury,0.034638032798431494,47.279204545631984,0,0,0,0,1,0,1,0,0,0,1
luxury,14,6,1.7954956145019616e-05,15.765258345212574,NN,1,NN,0,luxuri,luxuri,luxury,0.03217569016353494,56.542314807023104,0,0,0,0,1,0,1,0,0,0,1
lying,104,5,0.0001333796742201457,12.872173549129087,VBG,4,VB,0,lie,lie,lying,0.014557371469999674,131.78624786743697,1,0,1,0,0,1,0,0,0,0,-1
lyrical,1,7,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,lyric,lyric,lyr,0.01677051781135534,8.049848549450562,0,0,0,0,1,0,1,0,0,0,1
mad,50,3,6.412484337507006e-05,13.928757077495455,NN,7,NN,0,mad,mad,mad,0.02651024480088982,94.2887386152613,1,0,1,1,0,1,0,1,0,0,-1
madman,2,6,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,madman,madman,madm,0.06544592316626474,8.049848549450562,1,0,0,1,0,1,0,0,0,0,-1
madness,6,7,7.694981205008407e-06,16.987650766549024,NN,2,NN,0,mad,mad,mad,0.051682466942766736,32.789316292376434,1,0,0,1,0,1,0,0,0,0,-1
magical,3,7,3.8474906025042036e-06,17.987650766549024,JJ,2,JJ,0,magic,magic,mag,0.04214875872623647,19.394658146188217,0,1,0,0,1,0,1,0,1,0,1
magnet,3,6,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,magnet,magnet,magnet,0.028727728124593555,19.394658146188217,0,0,0,0,0,0,1,0,0,1,1
magnificence,4,12,5.1299874700056045e-06,17.572613267270178,NN,1,NN,0,magnific,magnific,magn,0.04779004393942088,24.199394197802246,0,1,0,0,1,0,1,0,0,1,1
magnificent,30,11,3.847490602504203e-05,14.66572267166166,JJ,7,JJ,0,magnific,magnific,magn,0.02116843974839988,83.15726516950573,0,1,0,0,1,0,1,0,1,1,1
majestic,9,8,1.154247180751261e-05,16.402688265827866,JJ,3,JJ,0,majest,majest,majest,0.0197505405427711,43.919311932074244,0,1,0,0,1,0,1,0,1,1,1
