term_str,n,n_chars,p,i,max_pos,n_pos,max_pos_group,stop,stem_porter,stem_snowball,stem_lancaster,tfidf_mean,dfidf
meseriously,1,11,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,meseri,meseri,mesery,0.017386281964256074,8.049848549450562
mesh,4,4,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,mesh,mesh,mesh,0.13636057860353312,24.199394197802246
meshes,1,6,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,mesh,mesh,mesh,0.02353756885804258,8.049848549450562
meso,2,4,2.5649937350028022e-06,18.572613267270178,JJ,2,JJ,0,meso,meso,meso,0.09474597520039658,14.099697098901123
mesopotamia,1,11,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,mesopotamia,mesopotamia,mesopotam,0.19166306070120384,8.049848549450562
mess,14,4,1.7954956145019616e-05,15.765258345212574,NN,2,NN,0,mess,mess,mess,0.03765269720985639,47.279204545631984
message,32,7,4.1039899760044836e-05,14.572613267270178,NN,1,NN,0,messag,messag,mess,0.029656252037661725,83.15726516950573
messagemr,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,messagemr,messagemr,messagemr,0.03156803352725711,8.049848549450562
messages,5,8,6.412484337507005e-06,17.250685172382816,NNS,2,NN,0,messag,messag,mess,0.036626030150335054,24.199394197802246
messalina,1,9,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,messalina,messalina,messalin,0.013218142117324404,8.049848549450562
messenger,3,9,3.8474906025042036e-06,17.987650766549024,NN,1,NN,0,messeng,messeng,messeng,0.016831861482302844,19.394658146188217
messengers,1,10,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,messeng,messeng,messeng,0.035152177071836516,8.049848549450562
messes,1,6,1.2824968675014011e-06,19.572613267270178,VBZ,1,VB,0,mess,mess,mess,0.02563646034856867,8.049848549450562
messing,1,7,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,mess,mess,mess,0.042145803923824936,8.049848549450562
messrs,5,6,6.412484337507005e-06,17.250685172382816,NNP,3,NN,0,messr,messr,messr,0.03152653564814097,28.639602272815992
mestre,1,6,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,mestr,mestr,mest,0.6192191191885048,8.049848549450562
mestrike,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mestrik,mestrik,mestrik,0.02353756885804258,8.049848549450562
met,209,3,0.00026804184530779284,11.865254135189296,VBD,8,VB,0,met,met,met,0.01442291829350207,138.25663630146676
metal,9,5,1.154247180751261e-05,16.402688265827866,NN,1,NN,0,metal,metal,met,0.03333725895846384,40.39878839560449
metallic,9,8,1.154247180751261e-05,16.402688265827866,JJ,3,JJ,0,metal,metal,metal,0.05647429570407915,43.919311932074244
metals,1,6,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,metal,metal,met,0.050311553434066014,8.049848549450562
metamorphosed,1,13,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,metamorphos,metamorphos,metamorphos,0.013218142117324404,8.049848549450562
metand,1,6,1.2824968675014011e-06,19.572613267270178,VBP,1,VB,0,metand,metand,metand,0.020747032343944746,8.049848549450562
metaphor,7,8,8.977478072509808e-06,16.765258345212576,NN,2,NN,0,metaphor,metaphor,metaph,0.030501568328726636,28.639602272815992
metaphorical,2,12,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,metaphor,metaphor,metaph,0.048944431238639126,14.099697098901123
metaphors,2,9,2.5649937350028022e-06,18.572613267270178,NNS,1,NN,0,metaphor,metaphor,metaph,0.03491450417566572,14.099697098901123
metaphysics,3,11,3.8474906025042036e-06,17.987650766549024,NNS,2,NN,0,metaphys,metaphys,metaphys,0.028808796008421785,19.394658146188217
metbut,1,6,1.2824968675014011e-06,19.572613267270178,VBP,1,VB,0,metbut,metbut,metbut,0.05261338921209518,8.049848549450562
meted,1,5,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,mete,mete,met,0.017386281964256074,8.049848549450562
metell,1,6,1.2824968675014011e-06,19.572613267270178,VB,1,VB,0,metel,metel,metel,0.05791257949245009,8.049848549450562
meteors,1,7,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,meteor,meteor,met,0.02353756885804258,8.049848549450562
meter,2,5,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,meter,meter,met,0.10878173715473734,8.049848549450562
meters,2,6,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,meter,meter,met,0.03143028328552254,14.099697098901123
methe,1,5,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,meth,meth,meth,0.023816119968788647,8.049848549450562
method,25,6,3.206242168753503e-05,14.928757077495455,NN,1,NN,0,method,method,method,0.020957417295062605,74.55840909126398
methodical,6,10,7.694981205008407e-06,16.987650766549024,JJ,1,JJ,0,method,method,method,0.026909696090348628,28.639602272815992
methodically,5,12,6.412484337507005e-06,17.250685172382816,RB,3,RB,0,method,method,method,0.02437193053527121,28.639602272815992
methods,8,7,1.0259974940011209e-05,16.572613267270178,NNS,2,NN,0,method,method,method,0.0355522769011537,40.39878839560449
methuselah,2,10,2.5649937350028022e-06,18.572613267270178,NNP,2,NN,0,methuselah,methuselah,methuselah,0.1412767268838307,14.099697098901123
methylated,1,10,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,methyl,methyl,methyl,0.02563646034856867,8.049848549450562
meticulous,1,10,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,meticul,meticul,metic,0.04791576517530096,8.049848549450562
meticulousness,1,14,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,meticul,meticul,metic,0.1437472955259029,8.049848549450562
metier,1,6,1.2824968675014011e-06,19.572613267270178,JJR,1,JJ,0,metier,metier,mety,0.017730943941521065,8.049848549450562
meting,1,6,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,mete,mete,met,0.07252115810315822,8.049848549450562
metres,1,6,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,metr,metr,met,0.03410952775190916,8.049848549450562
metrical,1,8,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,metric,metric,met,0.028956289746225047,8.049848549450562
metropole,3,9,3.8474906025042036e-06,17.987650766549024,NNP,2,NN,0,metropol,metropol,metropol,0.09078776559530709,8.049848549450562
metropolis,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,metropoli,metropoli,metropol,0.01677051781135534,8.049848549450562
metropolitan,2,12,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,metropolitan,metropolitan,metropolit,0.048883484063118154,14.099697098901123
mewhat,2,6,2.5649937350028022e-06,18.572613267270178,DT,2,DT,0,mewhat,mewhat,mewh,0.02393422703485052,14.099697098901123
mews,3,4,3.8474906025042036e-06,17.987650766549024,NN,2,NN,0,mew,mew,mew,0.03144390073482678,14.099697098901123
mexican,3,7,3.8474906025042036e-06,17.987650766549024,NNP,1,NN,0,mexican,mexican,mex,0.12482832321154456,19.394658146188217
mexico,7,6,8.977478072509808e-06,16.765258345212576,NNP,1,NN,0,mexico,mexico,mexico,0.051484255241303144,28.639602272815992
meyer,7,5,8.977478072509808e-06,16.765258345212576,NNP,2,NN,0,meyer,meyer,mey,0.05604222468044243,19.394658146188217
meyou,1,5,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,meyou,meyou,meyou,0.02353756885804258,8.049848549450562
mezzotint,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mezzotint,mezzotint,mezzotint,0.01769197483395728,8.049848549450562
mice,2,4,2.5649937350028022e-06,18.572613267270178,NNS,1,NN,0,mice,mice,mic,0.029398766272452678,14.099697098901123
michael,26,7,3.334491855503643e-05,14.872173549129087,NNP,2,NN,0,michael,michael,michael,0.08870073569677665,36.6974553917507
michaelis,21,9,2.6932434217529424e-05,15.180295844491418,NNP,2,NN,0,micha,micha,michael,0.2603221953523307,14.099697098901123
michaeliss,1,10,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,michaeliss,michaeliss,michaeliss,0.03272296158313237,8.049848549450562
michaels,5,8,6.412484337507005e-06,17.250685172382816,NNP,1,NN,0,michael,michael,michael,0.08517082610275757,14.099697098901123
michel,3,6,3.8474906025042036e-06,17.987650766549024,NNP,1,NN,0,michel,michel,michel,0.06464470146405814,14.099697098901123
microscope,2,10,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,microscop,microscop,microscop,0.08609463689251938,8.049848549450562
mid,20,3,2.564993735002802e-05,15.250685172382816,JJ,4,JJ,0,mid,mid,mid,0.04153465109574991,59.39491078350141
mida,1,4,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,mida,mida,mid,0.8049848549450562,8.049848549450562
midas,1,5,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,mida,mida,mida,0.029704238189854473,8.049848549450562
midass,7,6,8.977478072509808e-06,16.765258345212576,NNP,1,NN,0,midass,midass,midass,0.6348653935661124,14.099697098901123
midday,19,6,2.4367440482526622e-05,15.324685753826593,NN,4,NN,0,midday,midday,midday,0.03052836693406374,56.542314807023104
middle,146,6,0.00018724454265520456,12.382788708390162,NN,3,NN,0,middl,middl,middl,0.014466190512616828,139.43889713159308
middles,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,middl,middl,middl,0.013218142117324404,8.049848549450562
middletons,2,10,2.5649937350028022e-06,18.572613267270178,NNP,1,NN,0,middleton,middleton,middleton,0.02930240822856717,14.099697098901123
middleweight,3,12,3.8474906025042036e-06,17.987650766549024,JJ,1,JJ,0,middleweight,middleweight,middleweight,0.4556518046858809,8.049848549450562
middling,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,middl,middl,middl,0.026832828498168544,8.049848549450562
middul,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,middul,middul,midd,0.01677051781135534,8.049848549450562
midfloor,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,midfloor,midfloor,midflo,0.10733131399267418,8.049848549450562
midland,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,midland,midland,midland,0.01769197483395728,8.049848549450562
midnight,35,8,4.488739036254904e-05,14.443330250325213,NN,5,NN,0,midnight,midnight,midnight,0.02366379693575116,92.56415907536669
midnightwas,1,11,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,midnightwa,midnightwa,midnightwa,0.025077409811372468,8.049848549450562
midst,19,5,2.4367440482526622e-05,15.324685753826593,NN,1,NN,0,midst,midst,midst,0.01918716898201568,69.83862386414849
midsummer,5,9,6.412484337507005e-06,17.250685172382816,NN,2,NN,0,midsumm,midsumm,midsum,0.03906694250098134,28.639602272815992
midway,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,midway,midway,midway,0.017386281964256074,8.049848549450562
might,504,5,0.0006463784212207062,10.595333343770262,MD,8,MD,0,might,might,might,0.013349203033911348,119.25362757177685
mightbut,1,8,1.2824968675014011e-06,19.572613267270178,VBP,1,VB,0,mightbut,mightbut,mightbut,0.01817121568724732,8.049848549450562
mightnt,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mightnt,mightnt,mightnt,0.030842331607090274,8.049848549450562
mighty,25,6,3.206242168753503e-05,14.928757077495455,NN,6,NN,0,mighti,mighti,mighty,0.05202125167658376,74.55840909126398
mignon,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mignon,mignon,mignon,0.09360289010989026,8.049848549450562
mignonettes,1,11,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,mignonett,mignonett,mignonet,0.20640637306283494,8.049848549450562
migration,2,9,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,migrat,migrat,migr,0.05352347161859653,14.099697098901123
miguel,1,6,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,miguel,miguel,miguel,0.007970147078663923,8.049848549450562
mike,247,4,0.00031677672627284607,11.624246035685502,NNP,5,NN,0,mike,mike,mik,0.2500325412393602,59.39491078350141
mikes,5,5,6.412484337507005e-06,17.250685172382816,NNP,1,NN,0,mike,mike,mik,0.016812489368018112,28.639602272815992
milan,8,5,1.0259974940011209e-05,16.572613267270178,NNP,1,NN,0,milan,milan,mil,0.08936584519450877,28.639602272815992
milano,7,6,8.977478072509808e-06,16.765258345212576,NNP,1,NN,0,milano,milano,milano,0.22953419266404756,24.199394197802246
milbank,4,7,5.1299874700056045e-06,17.572613267270178,NNP,1,NN,0,milbank,milbank,milbank,0.3701079792850833,8.049848549450562
milbanks,1,8,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,milbank,milbank,milbank,0.09252699482127083,8.049848549450562
mild,14,4,1.7954956145019616e-05,15.765258345212574,JJ,3,JJ,0,mild,mild,mild,0.029425256186476692,56.542314807023104
milder,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,milder,milder,mild,0.1437472955259029,8.049848549450562
mildly,3,6,3.8474906025042036e-06,17.987650766549024,RB,1,RB,0,mildli,mild,mild,0.0248907582095239,19.394658146188217
mile,29,4,3.719240915754063e-05,14.714632272142607,NN,5,NN,0,mile,mile,mil,0.04683879087476575,83.15726516950573
miles,47,5,6.027735277256585e-05,14.018024415592542,NNS,3,NN,0,mile,mile,mil,0.026346764697853468,97.59515358241796
militant,1,8,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,milit,milit,milit,0.016982802846942112,8.049848549450562
military,16,8,2.0519949880022418e-05,15.572613267270178,JJ,2,JJ,0,militari,militari,milit,0.02253628731457263,62.14436930763064
milk,40,4,5.129987470005604e-05,14.250685172382816,NN,1,NN,0,milk,milk,milk,0.026382732733013524,94.2887386152613
milkier,1,7,1.2824968675014011e-06,19.572613267270178,JJR,1,JJ,0,milkier,milkier,milky,0.012233812385183226,8.049848549450562
milking,1,7,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,milk,milk,milk,0.06388768690040128,8.049848549450562
milkmaid,1,8,1.2824968675014011e-06,19.572613267270178,VBD,1,VB,0,milkmaid,milkmaid,milkmaid,0.011925701554741572,8.049848549450562
milks,1,5,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,milk,milk,milk,0.028956289746225047,8.049848549450562
milky,4,5,5.1299874700056045e-06,17.572613267270178,RB,4,RB,0,milki,milki,milky,0.04048860562897692,24.199394197802246
mill,9,4,1.154247180751261e-05,16.402688265827866,NN,2,NN,0,mill,mill,mil,0.02584919604936937,36.6974553917507
millais,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,millai,millai,milla,0.03870119494928155,8.049848549450562
millennium,2,10,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,millennium,millennium,millenn,0.5954443187929462,14.099697098901123
millers,4,7,5.1299874700056045e-06,17.572613267270178,NNP,2,NN,0,miller,miller,mil,0.043498076556903076,19.394658146188217
millicent,7,9,8.977478072509808e-06,16.765258345212576,NNP,1,NN,0,millic,millic,mil,0.07364162703723277,24.199394197802246
milliners,4,9,5.1299874700056045e-06,17.572613267270178,NN,1,NN,0,millin,millin,millin,0.020146637202586484,24.199394197802246
milling,1,7,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,mill,mill,mil,0.01677051781135534,8.049848549450562
millington,2,10,2.5649937350028022e-06,18.572613267270178,NNP,1,NN,0,millington,millington,millington,0.03164116352162437,14.099697098901123
millingtons,1,11,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,millington,millington,millington,0.03926755389975884,8.049848549450562
million,22,7,2.8214931085030823e-05,15.113181648632882,CD,2,CD,0,million,million,mil,0.04023258515654207,72.23649968413255
millionaire,4,11,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,millionair,millionair,millionair,0.026170626711489894,24.199394197802246
millionaires,2,12,2.5649937350028022e-06,18.572613267270178,NNS,1,NN,0,millionair,millionair,millionair,0.051162382293274994,14.099697098901123
millionairesall,1,15,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,millionairesal,millionairesal,millionairesal,0.029704238189854473,8.049848549450562
millions,16,8,2.0519949880022418e-05,15.572613267270178,NNS,3,NN,0,million,million,mil,0.028907515107302342,53.57863258475287
millionth,1,9,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,millionth,millionth,million,0.020747032343944746,8.049848549450562
mills,1,5,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,mill,mill,mil,0.013218142117324404,8.049848549450562
milly,4,5,5.1299874700056045e-06,17.572613267270178,NNP,2,NN,0,milli,milli,mil,0.0639569593581951,14.099697098901123
milton,20,6,2.564993735002802e-05,15.250685172382816,NNP,1,NN,0,milton,milton,milton,0.08702666505930906,43.919311932074244
miltons,1,7,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,milton,milton,milton,0.08749835379837567,8.049848549450562
milvain,58,7,7.438481831508126e-05,13.714632272142607,NNP,2,NN,0,milvain,milvain,milvain,0.21647667062363252,36.6974553917507
milvains,1,8,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,milvain,milvain,milvain,0.04707513771608516,8.049848549450562
milvainyour,1,11,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,milvainyour,milvainyour,milvainyo,0.01829511033966037,8.049848549450562
milwaukee,1,9,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,milwauke,milwauke,milwauk,0.03272296158313237,8.049848549450562
mimi,3,4,3.8474906025042036e-06,17.987650766549024,NNP,1,NN,0,mimi,mimi,mim,0.07077875516050974,19.394658146188217
mimicked,2,8,2.5649937350028022e-06,18.572613267270178,VBD,2,VB,0,mimick,mimick,mimick,0.0186527401302987,14.099697098901123
min,1,3,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,min,min,min,0.1059190598611916,8.049848549450562
minarets,3,8,3.8474906025042036e-06,17.987650766549024,NNS,1,NN,0,minaret,minaret,minaret,0.24626776357155192,19.394658146188217
mince,3,5,3.8474906025042036e-06,17.987650766549024,NN,2,NN,0,minc,minc,mint,0.01941349303693765,14.099697098901123
mincemeat,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mincemeat,mincemeat,mincem,0.09252699482127083,8.049848549450562
mincing,1,7,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,minc,minc,mint,0.040048997758460506,8.049848549450562
mind,653,4,0.000837470454478415,10.221674085723748,NN,10,NN,0,mind,mind,mind,0.016413778807217488,110.46522928086259
minddo,1,6,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,minddo,minddo,minddo,0.050311553434066014,8.049848549450562
minded,22,6,2.8214931085030823e-05,15.113181648632882,NN,5,NN,0,mind,mind,mind,0.039386988195775775,64.79757679120898
mindedly,11,8,1.4107465542515412e-05,16.11318164863288,NN,2,NN,0,mindedli,mind,mind,0.028304464707944798,50.49458623894591
mindedness,2,10,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,minded,minded,mind,0.033054540381389386,14.099697098901123
mindi,1,5,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mindi,mindi,mind,0.013218142117324404,8.049848549450562
mindim,1,6,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,mindim,mindim,mindim,0.050311553434066014,8.049848549450562
minding,2,7,2.5649937350028022e-06,18.572613267270178,VBG,1,VB,0,mind,mind,mind,0.028785409177476705,14.099697098901123
minds,40,5,5.129987470005604e-05,14.250685172382816,NNS,2,NN,0,mind,mind,mind,0.032486871346461395,102.21979363769583
mindsboth,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mindsboth,mindsboth,mindsbo,0.021523659223129845,8.049848549450562
mindyou,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mindyou,mindyou,mindyou,0.020483075189441636,8.049848549450562
mine,63,4,8.079730265258827e-05,13.595333343770262,NN,6,NN,0,mine,mine,min,0.025561842520833034,106.47299936826509
minedo,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,minedo,minedo,minedo,0.017928393205903257,8.049848549450562
mineheadignoring,1,16,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,mineheadignor,mineheadignor,mineheadign,0.02217589132080045,8.049848549450562
minemary,1,8,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,minemari,minemari,minem,0.02217589132080045,8.049848549450562
mineral,2,7,2.5649937350028022e-06,18.572613267270178,JJ,1,JJ,0,miner,miner,min,0.034085876947101724,14.099697098901123
minerals,2,8,2.5649937350028022e-06,18.572613267270178,NNS,1,NN,0,miner,miner,min,0.2118381197223832,8.049848549450562
miners,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,miner,miner,min,0.04128127461256698,8.049848549450562
mines,4,5,5.1299874700056045e-06,17.572613267270178,NN,3,NN,0,mine,mine,min,0.04915795602143516,19.394658146188217
mineyou,1,7,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,miney,mineyou,mineyou,0.02353756885804258,8.049848549450562
mingled,17,7,2.180244674752382e-05,15.485150426019839,VBD,4,VB,0,mingl,mingl,mingl,0.045845239338187564,67.36055703940377
mingling,8,8,1.0259974940011209e-05,16.572613267270178,VBG,2,VB,0,mingl,mingl,mingl,0.03205805761608494,40.39878839560449
miniature,14,9,1.7954956145019616e-05,15.765258345212574,NN,2,NN,0,miniatur,miniatur,miny,0.04955103721572827,53.57863258475287
minimum,1,7,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,minimum,minimum,minim,0.2118381197223832,8.049848549450562
mining,2,6,2.5649937350028022e-06,18.572613267270178,NN,2,NN,0,mine,mine,min,0.024429331304450987,14.099697098901123
minister,21,8,2.6932434217529424e-05,15.180295844491418,NN,3,NN,0,minist,minist,min,0.03125251781097156,62.14436930763064
ministering,1,11,1.2824968675014011e-06,19.572613267270178,VBG,1,VB,0,minist,minist,min,0.040048997758460506,8.049848549450562
ministers,15,9,1.9237453012521015e-05,15.66572267166166,NNP,5,NN,0,minist,minist,min,0.08036577507768476,47.279204545631984
ministerso,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,ministerso,ministerso,ministerso,0.017386281964256074,8.049848549450562
ministrations,1,13,1.2824968675014011e-06,19.572613267270178,NNS,1,NN,0,ministr,ministr,min,0.07252115810315822,8.049848549450562
ministry,2,8,2.5649937350028022e-06,18.572613267270178,NN,1,NN,0,ministri,ministri,min,0.0432872474082359,14.099697098901123
minneapolis,15,11,1.9237453012521015e-05,15.66572267166166,NNP,1,NN,0,minneapoli,minneapoli,minneapol,0.04293338831963821,24.199394197802246
minneapolisthese,1,16,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,minneapolisthes,minneapolisthes,minneapolisthes,0.01677051781135534,8.049848549450562
minnehaha,6,9,7.694981205008407e-06,16.987650766549024,NNP,1,NN,0,minnehaha,minnehaha,minnehah,0.039818589029304095,14.099697098901123
minnesota,3,9,3.8474906025042036e-06,17.987650766549024,NNP,1,NN,0,minnesota,minnesota,minnesot,0.025356040577758046,19.394658146188217
minnie,23,6,2.9497427952532226e-05,15.049051311213166,NNP,2,NN,0,minni,minni,minny,0.2333791143937438,14.099697098901123
minnies,2,7,2.5649937350028022e-06,18.572613267270178,NNP,1,NN,0,minni,minni,minny,0.0444743013781799,8.049848549450562
minnow,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,minnow,minnow,minnow,0.04820268592485367,8.049848549450562
minor,4,5,5.1299874700056045e-06,17.572613267270178,JJ,1,JJ,0,minor,minor,min,0.06583512826386624,19.394658146188217
minority,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,minor,minor,min,0.19166306070120384,8.049848549450562
mint,10,4,1.282496867501401e-05,16.250685172382816,NN,1,NN,0,mint,mint,mint,0.04345846042598803,28.639602272815992
minted,1,6,1.2824968675014011e-06,19.572613267270178,VBN,1,VB,0,mint,mint,mint,0.04024924274725281,8.049848549450562
minuet,1,6,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,minuet,minuet,minuet,0.020483075189441636,8.049848549450562
minus,2,5,2.5649937350028022e-06,18.572613267270178,CC,2,CC,0,minu,minus,min,0.09739922338056697,14.099697098901123
minute,181,6,0.0002321319330177536,12.072767380186974,NN,4,NN,0,minut,minut,minut,0.019102720035831296,140.3385184561848
minuteits,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,minuteit,minuteit,minuteit,0.017928393205903257,8.049848549450562
minutely,4,8,5.1299874700056045e-06,17.572613267270178,RB,2,RB,0,minut,minut,minut,0.022070347070720506,24.199394197802246
minuteness,1,10,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,minut,minut,minut,0.012777537380080257,8.049848549450562
minutes,260,7,0.0003334491855503643,11.550245454241724,NNS,5,NN,0,minut,minut,minut,0.013151625051415722,131.82375410503374
minutest,1,8,1.2824968675014011e-06,19.572613267270178,JJS,1,JJ,0,minutest,minutest,minutest,0.013218142117324404,8.049848549450562
minutiae,1,8,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,minutia,minutia,minutia,0.01677051781135534,8.049848549450562
mippipopolous,3,13,3.8474906025042036e-06,17.987650766549024,NNP,1,NN,0,mippipopol,mippipopol,mippipopol,0.05906402630875396,14.099697098901123
miracle,8,7,1.0259974940011209e-05,16.572613267270178,NN,1,NN,0,miracl,miracl,mirac,0.03587911112810151,40.39878839560449
miracles,3,8,3.8474906025042036e-06,17.987650766549024,NNS,2,NN,0,miracl,miracl,mirac,0.027139610248132783,19.394658146188217
miraculous,8,10,1.0259974940011209e-05,16.572613267270178,JJ,1,JJ,0,miracul,miracul,mirac,0.025199217868956434,36.6974553917507
miraculously,14,12,1.7954956145019616e-05,15.765258345212574,RB,1,RB,0,miracul,miracul,mirac,0.03075870835077134,53.57863258475287
mirage,1,6,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mirag,mirag,mir,0.016982802846942112,8.049848549450562
mire,1,4,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mire,mire,mir,0.016982802846942112,8.049848549450562
miriam,1,6,1.2824968675014011e-06,19.572613267270178,NNP,1,NN,0,miriam,miriam,miriam,0.04024924274725281,8.049848549450562
mirror,50,6,6.412484337507006e-05,13.928757077495455,NN,3,NN,0,mirror,mirror,mir,0.045699647871200226,97.59515358241796
mirrored,4,8,5.1299874700056045e-06,17.572613267270178,VBD,2,VB,0,mirror,mirror,mir,0.02588521288340763,24.199394197802246
mirrors,4,7,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,mirror,mirror,mir,0.13105616035145337,24.199394197802246
mirth,4,5,5.1299874700056045e-06,17.572613267270178,NN,2,NN,0,mirth,mirth,mir,0.03870566357049943,24.199394197802246
mirthless,1,9,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,mirthless,mirthless,mirthless,0.017730943941521065,8.049848549450562
mirthlessly,1,11,1.2824968675014011e-06,19.572613267270178,RB,1,RB,0,mirthlessli,mirthless,mirthless,0.016982802846942112,8.049848549450562
mis,3,3,3.8474906025042036e-06,17.987650766549024,NNP,2,NN,0,mi,mis,mis,0.0835204246920983,19.394658146188217
misanthropical,1,14,1.2824968675014011e-06,19.572613267270178,JJ,1,JJ,0,misanthrop,misanthrop,misanthrop,0.02563646034856867,8.049848549450562
misbehavior,6,11,7.694981205008407e-06,16.987650766549024,NN,2,NN,0,misbehavior,misbehavior,misbehavy,0.07687469425990921,19.394658146188217
miscall,1,7,1.2824968675014011e-06,19.572613267270178,VBP,1,VB,0,miscal,miscal,miscal,0.03156803352725711,8.049848549450562
miscarriage,1,11,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,miscarriag,miscarriag,miscarry,0.02217589132080045,8.049848549450562
miscarriages,1,12,1.2824968675014011e-06,19.572613267270178,NN,1,NN,0,miscarriag,miscarriag,miscarry,0.02217589132080045,8.049848549450562
